target,location,truth_date,year_week,value,data_source
ARI incidence,FI,2024-06-23,2024-W25,1822.9,ERVISS
ARI incidence,FI,2024-06-16,2024-W24,1894.1,ERVISS
ARI incidence,FI,2024-06-09,2024-W23,1681.8,ERVISS
ARI incidence,FI,2024-06-02,2024-W22,1170.0,ERVISS
ARI incidence,FI,2024-05-26,2024-W21,1741.1,ERVISS
ARI incidence,FI,2024-05-19,2024-W20,1833.9,ERVISS
ARI incidence,FI,2024-05-12,2024-W19,1975.3,ERVISS
ARI incidence,FI,2024-05-05,2024-W18,1880.6,ERVISS
ARI incidence,FI,2024-04-28,2024-W17,2069.7,ERVISS
ARI incidence,FI,2024-04-21,2024-W16,1932.7,ERVISS
ARI incidence,FI,2024-04-14,2024-W15,1946.9,ERVISS
ARI incidence,FI,2024-04-07,2024-W14,2094.1,ERVISS
ARI incidence,FI,2024-03-31,2024-W13,2015.7,ERVISS
ARI incidence,FI,2024-03-24,2024-W12,2087.7,ERVISS
ARI incidence,FI,2024-03-17,2024-W11,2099.6,ERVISS
ARI incidence,FI,2024-03-10,2024-W10,2156.5,ERVISS
ARI incidence,FI,2024-03-03,2024-W09,2284.2,ERVISS
ARI incidence,FI,2024-02-25,2024-W08,2270.4,ERVISS
ARI incidence,FI,2024-02-18,2024-W07,2274.8,ERVISS
ARI incidence,FI,2024-02-11,2024-W06,2111.8,ERVISS
ARI incidence,FI,2024-02-04,2024-W05,2447.4,ERVISS
ARI incidence,FI,2024-01-28,2024-W04,2063.5,ERVISS
ARI incidence,FI,2024-01-21,2024-W03,2130.4,ERVISS
ARI incidence,FI,2024-01-14,2024-W02,2947.9,ERVISS
ARI incidence,FI,2024-01-07,2024-W01,3798.0,ERVISS
ARI incidence,FI,2023-12-31,2023-W52,4092.2,ERVISS
ARI incidence,FI,2023-12-24,2023-W51,3961.6,ERVISS
ARI incidence,FI,2023-12-17,2023-W50,3736.8,ERVISS
ARI incidence,FI,2023-12-10,2023-W49,3440.0,ERVISS
ARI incidence,FI,2023-12-03,2023-W48,3367.6,ERVISS
ARI incidence,FI,2023-11-26,2023-W47,3326.9,ERVISS
ARI incidence,FI,2023-10-29,2023-W43,3314.8,ERVISS
ARI incidence,FI,2023-10-22,2023-W42,3330.4,ERVISS
ARI incidence,FI,2023-10-15,2023-W41,3003.8,ERVISS
ARI incidence,FI,2023-10-08,2023-W40,2722.3,ERVISS
ARI incidence,FI,2023-09-24,2023-W38,2708.5,ERVISS
ARI incidence,FI,2023-09-17,2023-W37,2698.2,ERVISS
ARI incidence,FI,2023-09-10,2023-W36,2800.7,ERVISS
ARI incidence,FI,2023-09-03,2023-W35,2540.7,ERVISS
ARI incidence,FI,2023-08-27,2023-W34,2151.1,ERVISS
ARI incidence,FI,2023-08-20,2023-W33,1758.1,ERVISS
ARI incidence,FI,2023-08-13,2023-W32,1522.5,ERVISS
ARI incidence,FI,2023-08-06,2023-W31,1556.4,ERVISS
ARI incidence,FI,2023-07-30,2023-W30,1580.7,ERVISS
ARI incidence,FI,2023-07-23,2023-W29,1590.2,ERVISS
ARI incidence,FI,2023-07-16,2023-W28,1570.9,ERVISS
ARI incidence,FI,2023-07-09,2023-W27,1461.5,ERVISS
ARI incidence,FI,2023-07-02,2023-W26,1489.9,ERVISS
ARI incidence,FI,2023-06-25,2023-W25,1506.8,ERVISS
ARI incidence,FI,2023-06-18,2023-W24,1874.7,ERVISS
ARI incidence,FI,2023-06-11,2023-W23,2149.8,ERVISS
ARI incidence,FI,2023-06-04,2023-W22,2120.6,ERVISS
ARI incidence,FI,2023-05-28,2023-W21,2181.1,ERVISS
ARI incidence,FI,2023-05-21,2023-W20,2315.7,ERVISS
ARI incidence,FI,2023-05-14,2023-W19,2466.8,ERVISS
ARI incidence,FI,2023-05-07,2023-W18,2311.2,ERVISS
ARI incidence,FI,2023-04-30,2023-W17,2195.1,ERVISS
ARI incidence,FI,2023-04-23,2023-W16,2314.2,ERVISS
ARI incidence,FI,2023-04-16,2023-W15,2504.0,ERVISS
ARI incidence,FI,2023-04-09,2023-W14,2478.3,ERVISS
ARI incidence,FI,2023-04-02,2023-W13,2566.4,ERVISS
ARI incidence,FI,2023-03-26,2023-W12,2587.6,ERVISS
ARI incidence,FI,2023-03-19,2023-W11,2534.0,ERVISS
ARI incidence,FI,2023-03-12,2023-W10,2534.3,ERVISS
ARI incidence,FI,2023-03-05,2023-W09,2629.0,ERVISS
ARI incidence,FI,2023-02-26,2023-W08,2736.5,ERVISS
ARI incidence,FI,2023-02-19,2023-W07,2651.7,ERVISS
ARI incidence,FI,2023-02-12,2023-W06,2427.3,ERVISS
ARI incidence,FI,2023-02-05,2023-W05,2483.1,ERVISS
ARI incidence,FI,2023-01-29,2023-W04,2612.3,ERVISS
ARI incidence,FI,2023-01-22,2023-W03,2689.3,ERVISS
ARI incidence,FI,2023-01-15,2023-W02,3253.1,ERVISS
ARI incidence,FI,2023-01-08,2023-W01,4463.0,ERVISS
ARI incidence,FI,2023-01-01,2022-W52,5490.4,ERVISS
ARI incidence,FI,2022-12-25,2022-W51,4762.2,ERVISS
ARI incidence,FI,2022-12-18,2022-W50,4489.0,ERVISS
ARI incidence,FI,2022-12-11,2022-W49,4030.5,ERVISS
ARI incidence,FI,2022-12-04,2022-W48,3857.4,ERVISS
ARI incidence,FI,2022-11-27,2022-W47,3427.5,ERVISS
ARI incidence,FI,2022-11-20,2022-W46,3102.6,ERVISS
ARI incidence,FI,2022-11-13,2022-W45,3123.0,ERVISS
ARI incidence,FI,2022-11-06,2022-W44,2890.6,ERVISS
ARI incidence,FI,2022-10-30,2022-W43,3337.4,ERVISS
ARI incidence,FI,2022-10-23,2022-W42,3432.2,ERVISS
ARI incidence,FI,2022-10-16,2022-W41,3392.0,ERVISS
ARI incidence,FI,2022-10-09,2022-W40,3156.6,ERVISS
ARI incidence,FI,2022-10-02,2022-W39,3092.1,ERVISS
ARI incidence,FI,2022-09-25,2022-W38,2927.3,ERVISS
ARI incidence,FI,2022-09-18,2022-W37,2999.7,ERVISS
ARI incidence,FI,2022-09-11,2022-W36,3117.8,ERVISS
ARI incidence,FI,2022-09-04,2022-W35,2780.0,ERVISS
ARI incidence,FI,2022-08-28,2022-W34,2417.9,ERVISS
ARI incidence,FI,2022-08-21,2022-W33,2363.2,ERVISS
ARI incidence,FI,2022-08-14,2022-W32,2512.4,ERVISS
ARI incidence,FI,2022-08-07,2022-W31,2672.1,ERVISS
ARI incidence,FI,2022-07-31,2022-W30,2771.5,ERVISS
ARI incidence,FI,2022-07-24,2022-W29,2852.5,ERVISS
ARI incidence,FI,2022-07-17,2022-W28,2459.0,ERVISS
ARI incidence,FI,2022-07-10,2022-W27,2060.8,ERVISS
ARI incidence,FI,2022-07-03,2022-W26,2005.0,ERVISS
ARI incidence,FI,2022-06-26,2022-W25,1932.8,ERVISS
ARI incidence,FI,2022-06-19,2022-W24,1990.0,ERVISS
ARI incidence,FI,2022-06-12,2022-W23,2089.7,ERVISS
ARI incidence,FI,2022-06-05,2022-W22,2069.0,ERVISS
ARI incidence,FI,2022-05-29,2022-W21,2148.1,ERVISS
ARI incidence,FI,2022-05-22,2022-W20,2265.7,ERVISS
ARI incidence,FI,2022-05-15,2022-W19,2685.5,ERVISS
ARI incidence,FI,2022-05-08,2022-W18,2915.6,ERVISS
ARI incidence,FI,2022-05-01,2022-W17,2493.3,ERVISS
ARI incidence,FI,2022-04-24,2022-W16,2606.0,ERVISS
ARI incidence,FI,2022-04-17,2022-W15,2475.2,ERVISS
ARI incidence,FI,2022-04-10,2022-W14,2645.1,ERVISS
ARI incidence,FI,2022-04-03,2022-W13,2671.0,ERVISS
ARI incidence,FI,2022-03-27,2022-W12,2811.1,ERVISS
ARI incidence,FI,2022-03-20,2022-W11,2196.3,ERVISS
ARI incidence,FI,2022-03-13,2022-W10,2787.3,ERVISS
ARI incidence,FI,2022-03-06,2022-W09,2596.6,ERVISS
ARI incidence,FI,2022-02-27,2022-W08,2841.0,ERVISS
ARI incidence,FI,2022-02-20,2022-W07,2829.0,ERVISS
ARI incidence,FI,2022-02-13,2022-W06,2722.7,ERVISS
ARI incidence,FI,2022-02-06,2022-W05,2137.3,ERVISS
ARI incidence,FI,2022-01-30,2022-W04,2640.8,ERVISS
ARI incidence,FI,2022-01-23,2022-W03,2660.9,ERVISS
ARI incidence,FI,2022-01-16,2022-W02,2683.0,ERVISS
ARI incidence,FI,2022-01-09,2022-W01,3232.3,ERVISS
ARI incidence,FI,2022-01-02,2021-W52,3379.6,ERVISS
ARI incidence,FI,2021-12-26,2021-W51,3062.6,ERVISS
ARI incidence,FI,2021-12-19,2021-W50,2870.5,ERVISS
ARI incidence,FI,2021-12-12,2021-W49,2986.6,ERVISS
ARI incidence,FI,2021-12-05,2021-W48,3035.6,ERVISS
ARI incidence,FI,2021-11-28,2021-W47,2850.0,ERVISS
ARI incidence,FI,2021-11-21,2021-W46,2661.9,ERVISS
ARI incidence,FI,2021-11-14,2021-W45,2495.3,ERVISS
ARI incidence,FI,2021-11-07,2021-W44,2223.7,ERVISS
ARI incidence,FI,2021-10-31,2021-W43,2195.4,ERVISS
ARI incidence,FI,2021-10-24,2021-W42,2335.6,ERVISS
ARI incidence,FI,2021-10-17,2021-W41,2151.4,ERVISS
ARI incidence,FI,2021-10-10,2021-W40,2168.2,ERVISS
ARI incidence,FR,2026-02-08,2026-W06,312.5,ERVISS
ARI incidence,FR,2026-02-01,2026-W05,311.5,ERVISS
ARI incidence,FR,2026-01-25,2026-W04,335.3,ERVISS
ARI incidence,FR,2026-01-18,2026-W03,343.1,ERVISS
ARI incidence,FR,2026-01-11,2026-W02,377.3,ERVISS
ARI incidence,FR,2026-01-04,2026-W01,397.0,ERVISS
ARI incidence,FR,2025-12-28,2025-W52,394.6,ERVISS
ARI incidence,FR,2025-12-21,2025-W51,484.2,ERVISS
ARI incidence,FR,2025-12-14,2025-W50,397.3,ERVISS
ARI incidence,FR,2025-12-07,2025-W49,318.6,ERVISS
ARI incidence,FR,2025-11-30,2025-W48,216.4,ERVISS
ARI incidence,FR,2025-11-23,2025-W47,164.0,ERVISS
ARI incidence,FR,2025-11-16,2025-W46,117.3,ERVISS
ARI incidence,FR,2025-11-09,2025-W45,137.6,ERVISS
ARI incidence,FR,2025-11-02,2025-W44,133.4,ERVISS
ARI incidence,FR,2025-10-26,2025-W43,166.4,ERVISS
ARI incidence,FR,2025-10-19,2025-W42,208.6,ERVISS
ARI incidence,FR,2025-10-12,2025-W41,240.1,ERVISS
ARI incidence,FR,2025-10-05,2025-W40,222.5,ERVISS
ARI incidence,FR,2025-09-28,2025-W39,206.9,ERVISS
ARI incidence,FR,2025-09-21,2025-W38,176.2,ERVISS
ARI incidence,FR,2025-09-14,2025-W37,134.3,ERVISS
ARI incidence,FR,2025-09-07,2025-W36,77.4,ERVISS
ARI incidence,FR,2025-08-31,2025-W35,69.9,ERVISS
ARI incidence,FR,2025-08-24,2025-W34,67.4,ERVISS
ARI incidence,FR,2025-08-17,2025-W33,55.8,ERVISS
ARI incidence,FR,2025-08-10,2025-W32,71.3,ERVISS
ARI incidence,FR,2025-08-03,2025-W31,59.2,ERVISS
ARI incidence,FR,2025-04-13,2025-W15,132.9,ERVISS
ARI incidence,FR,2025-04-06,2025-W14,113.6,ERVISS
ARI incidence,FR,2025-03-30,2025-W13,111.5,ERVISS
ARI incidence,FR,2025-03-23,2025-W12,142.5,ERVISS
ARI incidence,FR,2025-03-16,2025-W11,148.5,ERVISS
ARI incidence,FR,2025-03-09,2025-W10,145.1,ERVISS
ARI incidence,FR,2025-03-02,2025-W09,187.6,ERVISS
ARI incidence,FR,2025-02-23,2025-W08,284.0,ERVISS
ARI incidence,FR,2025-02-16,2025-W07,413.4,ERVISS
ARI incidence,FR,2025-02-09,2025-W06,527.9,ERVISS
ARI incidence,FR,2025-02-02,2025-W05,642.3,ERVISS
ARI incidence,FR,2025-01-26,2025-W04,675.0,ERVISS
ARI incidence,FR,2025-01-19,2025-W03,500.9,ERVISS
ARI incidence,FR,2025-01-12,2025-W02,517.0,ERVISS
ARI incidence,FR,2025-01-05,2025-W01,489.1,ERVISS
ARI incidence,FR,2024-12-29,2024-W52,438.3,ERVISS
ARI incidence,FR,2024-12-22,2024-W51,460.9,ERVISS
ARI incidence,FR,2024-12-15,2024-W50,341.5,ERVISS
ARI incidence,FR,2024-12-08,2024-W49,291.7,ERVISS
ARI incidence,FR,2024-12-01,2024-W48,255.2,ERVISS
ARI incidence,FR,2024-11-24,2024-W47,232.6,ERVISS
ARI incidence,FR,2024-11-17,2024-W46,168.6,ERVISS
ARI incidence,FR,2024-11-10,2024-W45,145.0,ERVISS
ARI incidence,FR,2024-11-03,2024-W44,119.4,ERVISS
ARI incidence,FR,2024-10-27,2024-W43,152.7,ERVISS
ARI incidence,FR,2024-10-20,2024-W42,201.4,ERVISS
ARI incidence,FR,2024-10-13,2024-W41,235.0,ERVISS
ARI incidence,FR,2024-10-06,2024-W40,243.3,ERVISS
ARI incidence,FR,2024-09-29,2024-W39,250.7,ERVISS
ARI incidence,FR,2024-09-22,2024-W38,262.4,ERVISS
ARI incidence,FR,2024-09-15,2024-W37,173.8,ERVISS
ARI incidence,FR,2024-09-08,2024-W36,104.9,ERVISS
ARI incidence,FR,2024-09-01,2024-W35,86.7,ERVISS
ARI incidence,FR,2024-08-25,2024-W34,83.3,ERVISS
ARI incidence,FR,2024-08-18,2024-W33,64.9,ERVISS
ARI incidence,FR,2024-08-11,2024-W32,78.0,ERVISS
ARI incidence,FR,2024-08-04,2024-W31,88.9,ERVISS
ARI incidence,FR,2024-04-21,2024-W16,125.6,ERVISS
ARI incidence,FR,2024-04-14,2024-W15,121.7,ERVISS
ARI incidence,FR,2024-04-07,2024-W14,122.8,ERVISS
ARI incidence,FR,2024-03-31,2024-W13,130.4,ERVISS
ARI incidence,FR,2024-03-24,2024-W12,133.6,ERVISS
ARI incidence,FR,2024-03-17,2024-W11,147.3,ERVISS
ARI incidence,FR,2024-03-10,2024-W10,164.7,ERVISS
ARI incidence,FR,2024-03-03,2024-W09,177.5,ERVISS
ARI incidence,FR,2024-02-25,2024-W08,241.3,ERVISS
ARI incidence,FR,2024-02-18,2024-W07,299.1,ERVISS
ARI incidence,FR,2024-02-11,2024-W06,401.7,ERVISS
ARI incidence,FR,2024-02-04,2024-W05,457.5,ERVISS
ARI incidence,FR,2024-01-28,2024-W04,474.8,ERVISS
ARI incidence,FR,2024-01-21,2024-W03,395.6,ERVISS
ARI incidence,FR,2024-01-14,2024-W02,339.0,ERVISS
ARI incidence,FR,2024-01-07,2024-W01,315.5,ERVISS
ARI incidence,FR,2023-12-31,2023-W52,312.1,ERVISS
ARI incidence,FR,2023-12-24,2023-W51,428.5,ERVISS
ARI incidence,FR,2023-12-17,2023-W50,428.4,ERVISS
ARI incidence,FR,2023-12-10,2023-W49,437.0,ERVISS
ARI incidence,FR,2023-12-03,2023-W48,376.8,ERVISS
ARI incidence,FR,2023-11-26,2023-W47,342.9,ERVISS
ARI incidence,FR,2023-11-19,2023-W46,260.0,ERVISS
ARI incidence,FR,2023-11-12,2023-W45,228.8,ERVISS
ARI incidence,FR,2023-11-05,2023-W44,165.5,ERVISS
ARI incidence,FR,2023-10-29,2023-W43,160.2,ERVISS
ARI incidence,FR,2023-10-22,2023-W42,187.6,ERVISS
ARI incidence,FR,2023-10-15,2023-W41,192.7,ERVISS
ARI incidence,FR,2023-10-08,2023-W40,221.3,ERVISS
ARI incidence,FR,2023-10-01,2023-W39,239.1,ERVISS
ARI incidence,FR,2023-09-24,2023-W38,214.5,ERVISS
ARI incidence,FR,2023-09-17,2023-W37,166.8,ERVISS
ARI incidence,FR,2023-09-10,2023-W36,138.4,ERVISS
ARI incidence,FR,2023-09-03,2023-W35,114.8,ERVISS
ARI incidence,FR,2023-08-27,2023-W34,94.9,ERVISS
ARI incidence,FR,2023-08-20,2023-W33,78.2,ERVISS
ARI incidence,FR,2023-08-13,2023-W32,67.7,ERVISS
ARI incidence,FR,2023-08-06,2023-W31,68.6,ERVISS
ARI incidence,FR,2023-04-30,2023-W17,116.0,ERVISS
ARI incidence,FR,2023-04-23,2023-W16,104.6,ERVISS
ARI incidence,FR,2023-04-16,2023-W15,126.6,ERVISS
ARI incidence,FR,2023-04-09,2023-W14,150.1,ERVISS
ARI incidence,FR,2023-04-02,2023-W13,182.4,ERVISS
ARI incidence,FR,2023-03-26,2023-W12,197.7,ERVISS
ARI incidence,FR,2023-03-19,2023-W11,197.2,ERVISS
ARI incidence,FR,2023-03-12,2023-W10,200.2,ERVISS
ARI incidence,FR,2023-03-05,2023-W09,164.1,ERVISS
ARI incidence,FR,2023-02-26,2023-W08,189.3,ERVISS
ARI incidence,FR,2023-02-19,2023-W07,217.5,ERVISS
ARI incidence,FR,2023-02-12,2023-W06,242.8,ERVISS
ARI incidence,FR,2023-02-05,2023-W05,232.9,ERVISS
ARI incidence,FR,2023-01-29,2023-W04,185.0,ERVISS
ARI incidence,FR,2023-01-22,2023-W03,175.0,ERVISS
ARI incidence,FR,2023-01-15,2023-W02,198.2,ERVISS
ARI incidence,FR,2023-01-08,2023-W01,294.4,ERVISS
ARI incidence,FR,2023-01-01,2022-W52,355.7,ERVISS
ARI incidence,FR,2022-12-25,2022-W51,570.9,ERVISS
ARI incidence,FR,2022-12-18,2022-W50,586.2,ERVISS
ARI incidence,FR,2022-12-11,2022-W49,454.0,ERVISS
ARI incidence,FR,2022-12-04,2022-W48,360.3,ERVISS
ARI incidence,FR,2022-11-27,2022-W47,305.1,ERVISS
ARI incidence,FR,2022-11-20,2022-W46,225.7,ERVISS
ARI incidence,FR,2022-11-13,2022-W45,158.3,ERVISS
ARI incidence,FR,2022-11-06,2022-W44,132.3,ERVISS
ARI incidence,FR,2022-10-30,2022-W43,178.5,ERVISS
ARI incidence,FR,2022-10-23,2022-W42,185.4,ERVISS
ARI incidence,FR,2022-10-16,2022-W41,189.4,ERVISS
ARI incidence,FR,2022-10-09,2022-W40,180.8,ERVISS
ARI incidence,FR,2022-10-02,2022-W39,177.0,ERVISS
ARI incidence,FR,2022-09-25,2022-W38,125.8,ERVISS
ARI incidence,FR,2022-09-18,2022-W37,95.8,ERVISS
ARI incidence,FR,2022-09-11,2022-W36,66.6,ERVISS
ARI incidence,FR,2022-09-04,2022-W35,51.1,ERVISS
ARI incidence,FR,2022-08-28,2022-W34,49.3,ERVISS
ARI incidence,FR,2022-08-21,2022-W33,44.8,ERVISS
ARI incidence,FR,2022-08-14,2022-W32,62.5,ERVISS
ARI incidence,FR,2022-08-07,2022-W31,65.7,ERVISS
ARI incidence,FR,2022-05-15,2022-W19,74.7,ERVISS
ARI incidence,FR,2022-05-08,2022-W18,96.7,ERVISS
ARI incidence,FR,2022-05-01,2022-W17,115.0,ERVISS
ARI incidence,FR,2022-04-24,2022-W16,158.9,ERVISS
ARI incidence,FR,2022-04-17,2022-W15,273.1,ERVISS
ARI incidence,FR,2022-04-10,2022-W14,384.4,ERVISS
ARI incidence,FR,2022-04-03,2022-W13,442.7,ERVISS
ARI incidence,FR,2022-03-27,2022-W12,379.4,ERVISS
ARI incidence,FR,2022-03-20,2022-W11,281.1,ERVISS
ARI incidence,FR,2022-03-13,2022-W10,215.2,ERVISS
ARI incidence,FR,2022-03-06,2022-W09,126.8,ERVISS
ARI incidence,FR,2022-02-27,2022-W08,94.0,ERVISS
ARI incidence,FR,2022-02-20,2022-W07,107.4,ERVISS
ARI incidence,FR,2022-02-13,2022-W06,145.3,ERVISS
ARI incidence,FR,2022-02-06,2022-W05,207.9,ERVISS
ARI incidence,FR,2022-01-30,2022-W04,221.9,ERVISS
ARI incidence,FR,2022-01-23,2022-W03,234.0,ERVISS
ARI incidence,FR,2022-01-16,2022-W02,200.8,ERVISS
ARI incidence,FR,2022-01-09,2022-W01,215.0,ERVISS
ARI incidence,FR,2022-01-02,2021-W52,183.8,ERVISS
ARI incidence,FR,2021-12-26,2021-W51,147.9,ERVISS
ARI incidence,FR,2021-12-19,2021-W50,151.4,ERVISS
ARI incidence,FR,2021-12-12,2021-W49,150.2,ERVISS
ARI incidence,FR,2021-12-05,2021-W48,158.2,ERVISS
ARI incidence,FR,2021-11-28,2021-W47,147.6,ERVISS
ARI incidence,FR,2021-11-21,2021-W46,131.2,ERVISS
ARI incidence,FR,2021-11-14,2021-W45,92.8,ERVISS
ARI incidence,FR,2021-11-07,2021-W44,89.1,ERVISS
ARI incidence,FR,2021-10-31,2021-W43,102.1,ERVISS
ARI incidence,FR,2021-10-24,2021-W42,131.0,ERVISS
ARI incidence,FR,2021-10-17,2021-W41,115.9,ERVISS
ARI incidence,FR,2021-10-10,2021-W40,112.1,ERVISS
ARI incidence,FR,2021-10-03,2021-W39,98.8,ERVISS
ARI incidence,FR,2021-09-26,2021-W38,71.9,ERVISS
ARI incidence,FR,2021-09-19,2021-W37,58.8,ERVISS
ARI incidence,FR,2021-09-12,2021-W36,41.5,ERVISS
ARI incidence,FR,2021-09-05,2021-W35,37.3,ERVISS
ARI incidence,FR,2021-08-29,2021-W34,44.6,ERVISS
ARI incidence,FR,2021-08-22,2021-W33,39.9,ERVISS
ARI incidence,FR,2021-08-15,2021-W32,46.3,ERVISS
ARI incidence,FR,2021-08-08,2021-W31,61.2,ERVISS
ARI incidence,DE,2026-02-15,2026-W07,1873.0,ERVISS
ARI incidence,DE,2026-02-08,2026-W06,2049.9,ERVISS
ARI incidence,DE,2026-02-01,2026-W05,1955.0,ERVISS
ARI incidence,DE,2026-01-25,2026-W04,1624.9,ERVISS
ARI incidence,DE,2026-01-18,2026-W03,1561.0,ERVISS
ARI incidence,DE,2026-01-11,2026-W02,1737.9,ERVISS
ARI incidence,DE,2026-01-04,2026-W01,833.9,ERVISS
ARI incidence,DE,2025-12-28,2025-W52,520.0,ERVISS
ARI incidence,DE,2025-12-21,2025-W51,1571.0,ERVISS
ARI incidence,DE,2025-12-14,2025-W50,1676.0,ERVISS
ARI incidence,DE,2025-12-07,2025-W49,1631.0,ERVISS
ARI incidence,DE,2025-11-30,2025-W48,1559.0,ERVISS
ARI incidence,DE,2025-11-23,2025-W47,1395.0,ERVISS
ARI incidence,DE,2025-11-16,2025-W46,1313.0,ERVISS
ARI incidence,DE,2025-11-09,2025-W45,1317.9,ERVISS
ARI incidence,DE,2025-11-02,2025-W44,1308.0,ERVISS
ARI incidence,DE,2025-10-26,2025-W43,1443.0,ERVISS
ARI incidence,DE,2025-10-19,2025-W42,1429.0,ERVISS
ARI incidence,DE,2025-10-12,2025-W41,1617.9,ERVISS
ARI incidence,DE,2025-10-05,2025-W40,1172.9,ERVISS
ARI incidence,DE,2025-09-28,2025-W39,1141.9,ERVISS
ARI incidence,DE,2025-09-21,2025-W38,987.0,ERVISS
ARI incidence,DE,2025-09-14,2025-W37,804.0,ERVISS
ARI incidence,DE,2025-09-07,2025-W36,677.0,ERVISS
ARI incidence,DE,2025-08-31,2025-W35,629.9,ERVISS
ARI incidence,DE,2025-08-24,2025-W34,543.0,ERVISS
ARI incidence,DE,2025-08-17,2025-W33,523.9,ERVISS
ARI incidence,DE,2025-08-10,2025-W32,584.0,ERVISS
ARI incidence,DE,2025-08-03,2025-W31,550.0,ERVISS
ARI incidence,DE,2025-07-27,2025-W30,572.9,ERVISS
ARI incidence,DE,2025-07-20,2025-W29,606.9,ERVISS
ARI incidence,DE,2025-07-13,2025-W28,648.0,ERVISS
ARI incidence,DE,2025-07-06,2025-W27,609.0,ERVISS
ARI incidence,DE,2025-06-29,2025-W26,624.9,ERVISS
ARI incidence,DE,2025-06-22,2025-W25,567.9,ERVISS
ARI incidence,DE,2025-06-15,2025-W24,651.0,ERVISS
ARI incidence,DE,2025-06-08,2025-W23,874.0,ERVISS
ARI incidence,DE,2025-06-01,2025-W22,645.0,ERVISS
ARI incidence,DE,2025-05-25,2025-W21,864.9,ERVISS
ARI incidence,DE,2025-05-18,2025-W20,828.0,ERVISS
ARI incidence,DE,2025-05-11,2025-W19,791.0,ERVISS
ARI incidence,DE,2025-05-04,2025-W18,634.9,ERVISS
ARI incidence,DE,2025-04-27,2025-W17,767.9,ERVISS
ARI incidence,DE,2025-04-20,2025-W16,832.0,ERVISS
ARI incidence,DE,2025-04-13,2025-W15,1190.9,ERVISS
ARI incidence,DE,2025-04-06,2025-W14,1397.9,ERVISS
ARI incidence,DE,2025-03-30,2025-W13,1375.9,ERVISS
ARI incidence,DE,2025-03-23,2025-W12,1495.9,ERVISS
ARI incidence,DE,2025-03-16,2025-W11,1842.9,ERVISS
ARI incidence,DE,2025-03-09,2025-W10,1842.0,ERVISS
ARI incidence,DE,2025-03-02,2025-W09,2306.0,ERVISS
ARI incidence,DE,2025-02-23,2025-W08,2534.0,ERVISS
ARI incidence,DE,2025-02-16,2025-W07,2647.9,ERVISS
ARI incidence,DE,2025-02-09,2025-W06,2469.9,ERVISS
ARI incidence,DE,2025-02-02,2025-W05,2637.0,ERVISS
ARI incidence,DE,2025-01-26,2025-W04,2184.9,ERVISS
ARI incidence,DE,2025-01-19,2025-W03,1689.9,ERVISS
ARI incidence,DE,2025-01-12,2025-W02,1695.9,ERVISS
ARI incidence,DE,2025-01-05,2025-W01,958.0,ERVISS
ARI incidence,DE,2024-12-29,2024-W52,519.0,ERVISS
ARI incidence,DE,2024-12-22,2024-W51,1642.0,ERVISS
ARI incidence,DE,2024-12-15,2024-W50,1707.0,ERVISS
ARI incidence,DE,2024-12-08,2024-W49,1618.0,ERVISS
ARI incidence,DE,2024-12-01,2024-W48,1583.9,ERVISS
ARI incidence,DE,2024-11-24,2024-W47,1665.0,ERVISS
ARI incidence,DE,2024-11-17,2024-W46,1617.9,ERVISS
ARI incidence,DE,2024-11-10,2024-W45,1721.0,ERVISS
ARI incidence,DE,2024-11-03,2024-W44,1294.0,ERVISS
ARI incidence,DE,2024-10-27,2024-W43,1660.0,ERVISS
ARI incidence,DE,2024-10-20,2024-W42,1702.0,ERVISS
ARI incidence,DE,2024-10-13,2024-W41,1927.0,ERVISS
ARI incidence,DE,2024-10-06,2024-W40,1358.0,ERVISS
ARI incidence,DE,2024-09-29,2024-W39,1477.9,ERVISS
ARI incidence,DE,2024-09-22,2024-W38,1517.0,ERVISS
ARI incidence,DE,2024-09-15,2024-W37,1095.9,ERVISS
ARI incidence,DE,2024-09-08,2024-W36,920.0,ERVISS
ARI incidence,DE,2024-09-01,2024-W35,847.9,ERVISS
ARI incidence,DE,2024-08-25,2024-W34,803.9,ERVISS
ARI incidence,DE,2024-08-18,2024-W33,691.9,ERVISS
ARI incidence,DE,2024-08-11,2024-W32,701.9,ERVISS
ARI incidence,DE,2024-08-04,2024-W31,691.0,ERVISS
ARI incidence,DE,2024-07-28,2024-W30,741.0,ERVISS
ARI incidence,DE,2024-07-21,2024-W29,861.0,ERVISS
ARI incidence,DE,2024-07-14,2024-W28,972.9,ERVISS
ARI incidence,DE,2024-07-07,2024-W27,1050.9,ERVISS
ARI incidence,DE,2024-06-30,2024-W26,960.9,ERVISS
ARI incidence,DE,2024-06-23,2024-W25,1016.9,ERVISS
ARI incidence,DE,2024-06-16,2024-W24,1027.9,ERVISS
ARI incidence,DE,2024-06-09,2024-W23,907.0,ERVISS
ARI incidence,DE,2024-06-02,2024-W22,763.9,ERVISS
ARI incidence,DE,2024-05-26,2024-W21,837.0,ERVISS
ARI incidence,DE,2024-05-19,2024-W20,1094.9,ERVISS
ARI incidence,DE,2024-05-12,2024-W19,829.0,ERVISS
ARI incidence,DE,2024-05-05,2024-W18,1004.9,ERVISS
ARI incidence,DE,2024-04-28,2024-W17,1282.9,ERVISS
ARI incidence,DE,2024-04-21,2024-W16,1140.0,ERVISS
