target,location,truth_date,year_week,value,data_source
ILI incidence,EE,2025-11-16,2025-W46,205.2,ERVISS
ILI incidence,EE,2025-11-09,2025-W45,256.3,ERVISS
ILI incidence,EE,2025-11-02,2025-W44,266.1,ERVISS
ILI incidence,EE,2025-10-19,2025-W42,244.6,ERVISS
ILI incidence,EE,2025-10-12,2025-W41,250.9,ERVISS
ILI incidence,EE,2025-09-28,2025-W39,211.5,ERVISS
ILI incidence,EE,2025-09-21,2025-W38,190.8,ERVISS
ILI incidence,EE,2025-09-14,2025-W37,208.8,ERVISS
ILI incidence,EE,2025-09-07,2025-W36,164.0,ERVISS
ILI incidence,EE,2025-08-31,2025-W35,128.1,ERVISS
ILI incidence,EE,2025-08-24,2025-W34,87.8,ERVISS
ILI incidence,EE,2025-08-10,2025-W32,87.8,ERVISS
ILI incidence,EE,2025-08-03,2025-W31,71.7,ERVISS
ILI incidence,EE,2025-07-27,2025-W30,65.4,ERVISS
ILI incidence,EE,2025-07-20,2025-W29,27.8,ERVISS
ILI incidence,EE,2025-07-13,2025-W28,84.2,ERVISS
ILI incidence,EE,2025-07-06,2025-W27,121.0,ERVISS
ILI incidence,EE,2025-06-29,2025-W26,127.2,ERVISS
ILI incidence,EE,2025-06-22,2025-W25,91.4,ERVISS
ILI incidence,EE,2025-06-15,2025-W24,127.2,ERVISS
ILI incidence,EE,2025-06-08,2025-W23,139.8,ERVISS
ILI incidence,EE,2025-06-01,2025-W22,129.0,ERVISS
ILI incidence,EE,2025-05-25,2025-W21,153.2,ERVISS
ILI incidence,EE,2025-05-18,2025-W20,221.3,ERVISS
ILI incidence,EE,2025-05-11,2025-W19,196.2,ERVISS
ILI incidence,EE,2025-05-04,2025-W18,214.1,ERVISS
ILI incidence,EE,2025-04-27,2025-W17,232.1,ERVISS
ILI incidence,EE,2025-04-20,2025-W16,215.9,ERVISS
ILI incidence,EE,2025-04-13,2025-W15,265.2,ERVISS
ILI incidence,EE,2025-04-06,2025-W14,319.0,ERVISS
ILI incidence,EE,2025-03-30,2025-W13,332.4,ERVISS
ILI incidence,EE,2025-03-23,2025-W12,364.7,ERVISS
ILI incidence,EE,2025-03-16,2025-W11,384.4,ERVISS
ILI incidence,EE,2025-03-09,2025-W10,347.6,ERVISS
ILI incidence,EE,2025-03-02,2025-W09,345.0,ERVISS
ILI incidence,EE,2025-02-23,2025-W08,361.1,ERVISS
ILI incidence,EE,2025-02-16,2025-W07,357.5,ERVISS
ILI incidence,EE,2025-02-09,2025-W06,390.6,ERVISS
ILI incidence,EE,2025-02-02,2025-W05,406.8,ERVISS
ILI incidence,EE,2025-01-26,2025-W04,380.8,ERVISS
ILI incidence,EE,2025-01-19,2025-W03,285.8,ERVISS
ILI incidence,EE,2025-01-12,2025-W02,265.2,ERVISS
ILI incidence,EE,2025-01-05,2025-W01,259.8,ERVISS
ILI incidence,EE,2024-12-15,2024-W50,329.7,ERVISS
ILI incidence,EE,2024-12-08,2024-W49,267.9,ERVISS
ILI incidence,EE,2024-12-01,2024-W48,294.8,ERVISS
ILI incidence,EE,2024-11-24,2024-W47,233.9,ERVISS
ILI incidence,EE,2024-11-17,2024-W46,213.2,ERVISS
ILI incidence,EE,2024-11-10,2024-W45,215.9,ERVISS
ILI incidence,EE,2024-11-03,2024-W44,217.7,ERVISS
ILI incidence,EE,2024-10-27,2024-W43,221.3,ERVISS
ILI incidence,EE,2024-10-20,2024-W42,276.0,ERVISS
ILI incidence,EE,2024-10-13,2024-W41,269.3,ERVISS
ILI incidence,EE,2024-10-06,2024-W40,249.6,ERVISS
ILI incidence,EE,2024-09-29,2024-W39,236.0,ERVISS
ILI incidence,EE,2024-09-22,2024-W38,230.0,ERVISS
ILI incidence,EE,2024-09-15,2024-W37,214.6,ERVISS
ILI incidence,EE,2024-09-08,2024-W36,157.9,ERVISS
ILI incidence,EE,2024-09-01,2024-W35,113.3,ERVISS
ILI incidence,EE,2024-08-11,2024-W32,98.7,ERVISS
ILI incidence,EE,2024-08-04,2024-W31,94.4,ERVISS
ILI incidence,EE,2024-07-28,2024-W30,88.4,ERVISS
ILI incidence,EE,2024-07-21,2024-W29,85.0,ERVISS
ILI incidence,EE,2024-07-14,2024-W28,102.1,ERVISS
ILI incidence,EE,2024-06-16,2024-W24,141.6,ERVISS
ILI incidence,EE,2024-06-09,2024-W23,136.5,ERVISS
ILI incidence,EE,2024-06-02,2024-W22,117.6,ERVISS
ILI incidence,EE,2024-05-19,2024-W20,148.5,ERVISS
ILI incidence,EE,2024-05-12,2024-W19,169.1,ERVISS
ILI incidence,EE,2024-05-05,2024-W18,210.3,ERVISS
ILI incidence,EE,2024-04-28,2024-W17,214.6,ERVISS
ILI incidence,EE,2024-04-21,2024-W16,212.0,ERVISS
ILI incidence,EE,2024-04-14,2024-W15,206.9,ERVISS
ILI incidence,EE,2024-04-07,2024-W14,219.7,ERVISS
ILI incidence,EE,2024-03-31,2024-W13,212.0,ERVISS
ILI incidence,EE,2024-03-24,2024-W12,218.0,ERVISS
ILI incidence,EE,2024-03-17,2024-W11,178.5,ERVISS
ILI incidence,EE,2024-03-10,2024-W10,231.8,ERVISS
ILI incidence,EE,2024-03-03,2024-W09,271.2,ERVISS
ILI incidence,EE,2024-02-25,2024-W08,302.1,ERVISS
ILI incidence,EE,2024-02-18,2024-W07,289.3,ERVISS
ILI incidence,EE,2024-02-11,2024-W06,293.6,ERVISS
ILI incidence,EE,2024-02-04,2024-W05,318.4,ERVISS
ILI incidence,EE,2024-01-28,2024-W04,288.4,ERVISS
ILI incidence,EE,2024-01-21,2024-W03,295.3,ERVISS
ILI incidence,EE,2024-01-14,2024-W02,312.4,ERVISS
ILI incidence,EE,2024-01-07,2024-W01,352.8,ERVISS
ILI incidence,EE,2023-12-31,2023-W52,306.4,ERVISS
ILI incidence,EE,2023-12-24,2023-W51,325.3,ERVISS
ILI incidence,EE,2023-12-17,2023-W50,395.7,ERVISS
ILI incidence,EE,2023-12-10,2023-W49,339.9,ERVISS
ILI incidence,EE,2023-12-03,2023-W48,345.1,ERVISS
ILI incidence,EE,2023-11-26,2023-W47,300.4,ERVISS
ILI incidence,EE,2023-11-19,2023-W46,309.0,ERVISS
ILI incidence,EE,2023-11-12,2023-W45,295.3,ERVISS
ILI incidence,EE,2023-11-05,2023-W44,220.6,ERVISS
ILI incidence,EE,2023-10-29,2023-W43,194.8,ERVISS
ILI incidence,EE,2023-10-22,2023-W42,145.1,ERVISS
ILI incidence,EE,2023-10-15,2023-W41,198.3,ERVISS
ILI incidence,EE,2023-10-08,2023-W40,170.8,ERVISS
ILI incidence,EE,2023-10-01,2023-W39,188.9,ERVISS
ILI incidence,EE,2023-09-24,2023-W38,193.2,ERVISS
ILI incidence,EE,2023-09-17,2023-W37,185.5,ERVISS
ILI incidence,EE,2023-09-10,2023-W36,116.6,ERVISS
ILI incidence,EE,2023-09-03,2023-W35,108.9,ERVISS
ILI incidence,EE,2023-08-27,2023-W34,51.1,ERVISS
ILI incidence,EE,2023-08-20,2023-W33,53.6,ERVISS
ILI incidence,EE,2023-08-13,2023-W32,37.4,ERVISS
ILI incidence,EE,2023-08-06,2023-W31,44.3,ERVISS
ILI incidence,EE,2023-07-23,2023-W29,63.8,ERVISS
ILI incidence,EE,2023-07-16,2023-W28,83.4,ERVISS
ILI incidence,EE,2023-07-09,2023-W27,110.6,ERVISS
ILI incidence,EE,2023-07-02,2023-W26,103.0,ERVISS
ILI incidence,EE,2023-06-25,2023-W25,115.7,ERVISS
ILI incidence,EE,2023-06-18,2023-W24,127.7,ERVISS
ILI incidence,EE,2023-06-11,2023-W23,194.0,ERVISS
ILI incidence,EE,2023-06-04,2023-W22,104.7,ERVISS
ILI incidence,EE,2023-05-28,2023-W21,94.5,ERVISS
ILI incidence,EE,2023-05-21,2023-W20,118.3,ERVISS
ILI incidence,EE,2023-05-14,2023-W19,187.2,ERVISS
ILI incidence,EE,2023-05-07,2023-W18,150.6,ERVISS
ILI incidence,EE,2023-04-30,2023-W17,206.0,ERVISS
ILI incidence,EE,2023-04-23,2023-W16,243.4,ERVISS
ILI incidence,EE,2023-04-16,2023-W15,268.9,ERVISS
ILI incidence,EE,2023-04-09,2023-W14,289.4,ERVISS
ILI incidence,EE,2023-04-02,2023-W13,273.2,ERVISS
ILI incidence,EE,2023-03-26,2023-W12,285.1,ERVISS
ILI incidence,EE,2023-03-19,2023-W11,285.1,ERVISS
ILI incidence,EE,2023-03-12,2023-W10,281.7,ERVISS
ILI incidence,EE,2023-03-05,2023-W09,316.6,ERVISS
ILI incidence,EE,2023-02-26,2023-W08,295.3,ERVISS
ILI incidence,EE,2023-02-19,2023-W07,30.6,ERVISS
ILI incidence,EE,2023-02-12,2023-W06,307.2,ERVISS
ILI incidence,EE,2023-02-05,2023-W05,357.4,ERVISS
ILI incidence,EE,2023-01-29,2023-W04,369.4,ERVISS
ILI incidence,EE,2023-01-22,2023-W03,404.3,ERVISS
ILI incidence,EE,2023-01-15,2023-W02,404.3,ERVISS
ILI incidence,EE,2023-01-08,2023-W01,431.5,ERVISS
ILI incidence,EE,2023-01-01,2022-W52,469.8,ERVISS
ILI incidence,EE,2022-12-25,2022-W51,541.3,ERVISS
ILI incidence,EE,2022-12-18,2022-W50,493.6,ERVISS
ILI incidence,EE,2022-12-11,2022-W49,377.9,ERVISS
ILI incidence,EE,2022-12-04,2022-W48,337.9,ERVISS
ILI incidence,EE,2022-11-27,2022-W47,286.0,ERVISS
ILI incidence,EE,2022-11-20,2022-W46,255.3,ERVISS
ILI incidence,EE,2022-11-13,2022-W45,262.1,ERVISS
ILI incidence,EE,2022-11-06,2022-W44,257.9,ERVISS
ILI incidence,EE,2022-10-30,2022-W43,249.4,ERVISS
ILI incidence,EE,2022-10-23,2022-W42,262.1,ERVISS
ILI incidence,EE,2022-10-16,2022-W41,209.4,ERVISS
ILI incidence,EE,2022-10-09,2022-W40,254.5,ERVISS
ILI incidence,EE,2022-10-02,2022-W39,143.4,ERVISS
ILI incidence,EE,2022-09-25,2022-W38,86.3,ERVISS
ILI incidence,EE,2022-09-18,2022-W37,77.2,ERVISS
ILI incidence,EE,2022-09-11,2022-W36,83.7,ERVISS
ILI incidence,EE,2022-09-04,2022-W35,91.5,ERVISS
ILI incidence,EE,2022-08-28,2022-W34,94.1,ERVISS
ILI incidence,EE,2022-08-21,2022-W33,94.7,ERVISS
ILI incidence,EE,2022-08-14,2022-W32,100.6,ERVISS
ILI incidence,EE,2022-08-07,2022-W31,105.8,ERVISS
ILI incidence,EE,2022-07-31,2022-W30,81.8,ERVISS
ILI incidence,EE,2022-07-24,2022-W29,77.2,ERVISS
ILI incidence,EE,2022-07-17,2022-W28,80.5,ERVISS
ILI incidence,EE,2022-07-10,2022-W27,75.3,ERVISS
ILI incidence,EE,2022-07-03,2022-W26,85.6,ERVISS
ILI incidence,EE,2022-06-26,2022-W25,45.4,ERVISS
ILI incidence,EE,2022-06-19,2022-W24,86.3,ERVISS
ILI incidence,EE,2022-06-12,2022-W23,86.3,ERVISS
ILI incidence,EE,2022-06-05,2022-W22,71.4,ERVISS
ILI incidence,EE,2022-05-29,2022-W21,66.8,ERVISS
ILI incidence,EE,2022-05-22,2022-W20,62.3,ERVISS
ILI incidence,EE,2022-05-15,2022-W19,98.0,ERVISS
ILI incidence,EE,2022-05-08,2022-W18,97.3,ERVISS
ILI incidence,EE,2022-05-01,2022-W17,129.8,ERVISS
ILI incidence,EE,2022-04-24,2022-W16,142.7,ERVISS
ILI incidence,EE,2022-04-17,2022-W15,79.2,ERVISS
ILI incidence,EE,2022-04-10,2022-W14,133.7,ERVISS
ILI incidence,EE,2022-04-03,2022-W13,147.3,ERVISS
ILI incidence,EE,2022-03-27,2022-W12,144.7,ERVISS
ILI incidence,EE,2022-03-20,2022-W11,164.8,ERVISS
ILI incidence,EE,2022-03-13,2022-W10,185.6,ERVISS
ILI incidence,EE,2022-03-06,2022-W09,306.2,ERVISS
ILI incidence,EE,2022-02-27,2022-W08,323.1,ERVISS
ILI incidence,EE,2022-02-20,2022-W07,380.2,ERVISS
ILI incidence,EE,2022-02-13,2022-W06,415.9,ERVISS
ILI incidence,EE,2022-02-06,2022-W05,343.9,ERVISS
ILI incidence,EE,2022-01-30,2022-W04,286.8,ERVISS
ILI incidence,EE,2022-01-23,2022-W03,203.1,ERVISS
ILI incidence,EE,2022-01-16,2022-W02,183.0,ERVISS
ILI incidence,EE,2022-01-09,2022-W01,116.1,ERVISS
ILI incidence,EE,2022-01-02,2021-W52,85.6,ERVISS
ILI incidence,EE,2021-12-26,2021-W51,123.9,ERVISS
ILI incidence,EE,2021-12-19,2021-W50,131.7,ERVISS
ILI incidence,EE,2021-12-12,2021-W49,91.5,ERVISS
ILI incidence,EE,2021-12-05,2021-W48,149.2,ERVISS
ILI incidence,EE,2021-11-28,2021-W47,229.7,ERVISS
ILI incidence,EE,2021-11-21,2021-W46,192.7,ERVISS
ILI incidence,EE,2021-11-14,2021-W45,199.8,ERVISS
ILI incidence,EE,2021-11-07,2021-W44,139.5,ERVISS
ILI incidence,EE,2021-10-31,2021-W43,247.2,ERVISS
ILI incidence,EE,2021-10-24,2021-W42,233.6,ERVISS
ILI incidence,EE,2021-10-17,2021-W41,194.2,ERVISS
ILI incidence,EE,2021-10-10,2021-W40,169.6,ERVISS
ILI incidence,EE,2021-10-03,2021-W39,145.5,ERVISS
ILI incidence,EE,2021-09-26,2021-W38,124.3,ERVISS
ILI incidence,EE,2021-09-19,2021-W37,75.6,ERVISS
ILI incidence,EE,2021-09-12,2021-W36,79.6,ERVISS
ILI incidence,EE,2021-09-05,2021-W35,44.1,ERVISS
ILI incidence,EE,2021-08-29,2021-W34,69.9,ERVISS
ILI incidence,EE,2021-08-22,2021-W33,40.7,ERVISS
ILI incidence,EE,2021-08-15,2021-W32,42.4,ERVISS
ILI incidence,EE,2021-08-08,2021-W31,44.1,ERVISS
ILI incidence,EE,2021-08-01,2021-W30,21.2,ERVISS
ILI incidence,EE,2021-07-25,2021-W29,26.9,ERVISS
ILI incidence,EE,2021-07-18,2021-W28,33.2,ERVISS
ILI incidence,EE,2021-07-11,2021-W27,36.7,ERVISS
ILI incidence,EE,2021-07-04,2021-W26,44.7,ERVISS
ILI incidence,EE,2021-06-27,2021-W25,31.5,ERVISS
ILI incidence,FI,2026-02-08,2026-W06,127.4,ERVISS
ILI incidence,FI,2026-02-01,2026-W05,114.1,ERVISS
ILI incidence,FI,2026-01-18,2026-W03,94.4,ERVISS
ILI incidence,FI,2026-01-04,2026-W01,142.1,ERVISS
ILI incidence,FI,2025-12-28,2025-W52,149.4,ERVISS
ILI incidence,FI,2025-12-21,2025-W51,111.2,ERVISS
ILI incidence,FI,2025-12-14,2025-W50,81.8,ERVISS
ILI incidence,FI,2025-12-07,2025-W49,54.7,ERVISS
ILI incidence,FI,2025-11-30,2025-W48,30.2,ERVISS
ILI incidence,FI,2025-11-23,2025-W47,15.3,ERVISS
ILI incidence,FI,2025-11-16,2025-W46,12.6,ERVISS
ILI incidence,FI,2025-11-09,2025-W45,10.4,ERVISS
ILI incidence,FI,2025-11-02,2025-W44,8.9,ERVISS
ILI incidence,FI,2025-10-26,2025-W43,5.8,ERVISS
ILI incidence,FI,2025-10-19,2025-W42,7.8,ERVISS
ILI incidence,FI,2025-10-12,2025-W41,6.7,ERVISS
ILI incidence,FI,2025-10-05,2025-W40,7.0,ERVISS
ILI incidence,FI,2025-09-28,2025-W39,6.4,ERVISS
ILI incidence,FI,2025-09-21,2025-W38,3.9,ERVISS
ILI incidence,FI,2025-09-14,2025-W37,4.1,ERVISS
ILI incidence,FI,2025-09-07,2025-W36,4.2,ERVISS
ILI incidence,FI,2025-08-31,2025-W35,5.3,ERVISS
ILI incidence,FI,2025-08-24,2025-W34,5.1,ERVISS
ILI incidence,FI,2025-08-17,2025-W33,4.4,ERVISS
ILI incidence,FI,2025-08-10,2025-W32,4.8,ERVISS
ILI incidence,FI,2025-08-03,2025-W31,4.7,ERVISS
ILI incidence,FI,2025-07-27,2025-W30,4.9,ERVISS
ILI incidence,FI,2025-07-20,2025-W29,5.3,ERVISS
ILI incidence,FI,2025-07-13,2025-W28,7.2,ERVISS
ILI incidence,FI,2025-07-06,2025-W27,6.0,ERVISS
ILI incidence,FI,2025-06-29,2025-W26,7.0,ERVISS
ILI incidence,FI,2025-06-22,2025-W25,8.0,ERVISS
ILI incidence,FI,2025-06-15,2025-W24,9.3,ERVISS
ILI incidence,FI,2025-06-08,2025-W23,12.7,ERVISS
ILI incidence,FI,2025-06-01,2025-W22,18.9,ERVISS
ILI incidence,FI,2025-05-25,2025-W21,20.5,ERVISS
ILI incidence,FI,2025-05-18,2025-W20,21.7,ERVISS
ILI incidence,FI,2025-05-11,2025-W19,27.5,ERVISS
ILI incidence,FI,2025-05-04,2025-W18,34.3,ERVISS
ILI incidence,FI,2025-04-27,2025-W17,51.8,ERVISS
ILI incidence,FI,2025-04-20,2025-W16,68.5,ERVISS
ILI incidence,FI,2025-04-13,2025-W15,77.4,ERVISS
ILI incidence,FI,2025-04-06,2025-W14,90.5,ERVISS
ILI incidence,FI,2025-03-30,2025-W13,111.8,ERVISS
ILI incidence,FI,2025-03-23,2025-W12,113.8,ERVISS
ILI incidence,FI,2025-03-16,2025-W11,124.3,ERVISS
ILI incidence,FI,2025-03-09,2025-W10,115.3,ERVISS
ILI incidence,FI,2025-03-02,2025-W09,121.4,ERVISS
ILI incidence,FI,2025-02-23,2025-W08,86.8,ERVISS
ILI incidence,FI,2025-02-16,2025-W07,60.7,ERVISS
ILI incidence,FI,2025-02-09,2025-W06,44.8,ERVISS
ILI incidence,FI,2025-01-26,2025-W04,104.1,ERVISS
ILI incidence,FI,2025-01-19,2025-W03,29.8,ERVISS
ILI incidence,FI,2025-01-12,2025-W02,101.0,ERVISS
ILI incidence,FI,2025-01-05,2025-W01,26.2,ERVISS
ILI incidence,FI,2024-12-29,2024-W52,25.5,ERVISS
ILI incidence,FI,2024-12-22,2024-W51,18.9,ERVISS
ILI incidence,FI,2024-12-15,2024-W50,10.1,ERVISS
ILI incidence,FI,2024-12-08,2024-W49,6.9,ERVISS
ILI incidence,FI,2024-12-01,2024-W48,5.6,ERVISS
ILI incidence,FI,2024-11-24,2024-W47,4.5,ERVISS
ILI incidence,FI,2024-11-17,2024-W46,4.1,ERVISS
ILI incidence,FI,2024-11-10,2024-W45,3.6,ERVISS
ILI incidence,FI,2024-11-03,2024-W44,2.6,ERVISS
ILI incidence,FI,2024-10-27,2024-W43,2.8,ERVISS
ILI incidence,FI,2024-10-20,2024-W42,2.3,ERVISS
ILI incidence,FI,2024-10-13,2024-W41,1.9,ERVISS
ILI incidence,FI,2024-10-06,2024-W40,2.3,ERVISS
ILI incidence,FI,2024-09-29,2024-W39,2.4,ERVISS
ILI incidence,FI,2024-09-22,2024-W38,3.0,ERVISS
ILI incidence,FI,2024-09-15,2024-W37,0.0,ERVISS
ILI incidence,FI,2024-09-08,2024-W36,3.0,ERVISS
ILI incidence,FI,2024-09-01,2024-W35,2.4,ERVISS
ILI incidence,FI,2024-08-25,2024-W34,2.3,ERVISS
ILI incidence,FI,2024-08-18,2024-W33,2.4,ERVISS
ILI incidence,FI,2024-08-11,2024-W32,2.5,ERVISS
ILI incidence,FI,2024-08-04,2024-W31,2.5,ERVISS
ILI incidence,FI,2024-07-28,2024-W30,3.0,ERVISS
ILI incidence,FI,2024-07-21,2024-W29,3.3,ERVISS
ILI incidence,FI,2024-07-14,2024-W28,3.3,ERVISS
ILI incidence,FI,2024-07-07,2024-W27,3.0,ERVISS
ILI incidence,FI,2024-06-30,2024-W26,2.7,ERVISS
ILI incidence,FI,2024-06-23,2024-W25,2.9,ERVISS
ILI incidence,FI,2024-06-16,2024-W24,3.5,ERVISS
ILI incidence,FI,2024-06-09,2024-W23,3.1,ERVISS
ILI incidence,FI,2024-06-02,2024-W22,3.9,ERVISS
ILI incidence,FI,2024-05-26,2024-W21,5.5,ERVISS
ILI incidence,FI,2024-05-19,2024-W20,6.9,ERVISS
ILI incidence,FI,2024-05-12,2024-W19,7.0,ERVISS
ILI incidence,FI,2024-05-05,2024-W18,6.6,ERVISS
ILI incidence,FI,2024-04-28,2024-W17,8.5,ERVISS
ILI incidence,FI,2024-04-21,2024-W16,8.4,ERVISS
ILI incidence,FI,2024-04-14,2024-W15,10.1,ERVISS
ILI incidence,FI,2024-04-07,2024-W14,13.3,ERVISS
ILI incidence,FI,2024-03-31,2024-W13,14.5,ERVISS
ILI incidence,FI,2024-03-24,2024-W12,14.0,ERVISS
ILI incidence,FI,2024-03-17,2024-W11,14.3,ERVISS
ILI incidence,FI,2024-03-10,2024-W10,17.6,ERVISS
ILI incidence,FI,2024-03-03,2024-W09,23.1,ERVISS
ILI incidence,FI,2024-02-25,2024-W08,28.1,ERVISS
ILI incidence,FI,2024-02-18,2024-W07,29.7,ERVISS
ILI incidence,FI,2024-02-11,2024-W06,32.3,ERVISS
ILI incidence,FI,2024-02-04,2024-W05,40.9,ERVISS
ILI incidence,FI,2024-01-28,2024-W04,43.4,ERVISS
ILI incidence,FI,2024-01-21,2024-W03,47.2,ERVISS
ILI incidence,FI,2024-01-14,2024-W02,70.9,ERVISS
ILI incidence,FI,2024-01-07,2024-W01,88.8,ERVISS
ILI incidence,FI,2023-12-31,2023-W52,121.8,ERVISS
ILI incidence,FI,2023-12-24,2023-W51,88.8,ERVISS
ILI incidence,FI,2023-12-17,2023-W50,53.6,ERVISS
ILI incidence,FI,2023-12-10,2023-W49,25.4,ERVISS
ILI incidence,FI,2023-12-03,2023-W48,12.7,ERVISS
ILI incidence,FI,2023-11-26,2023-W47,7.8,ERVISS
ILI incidence,FI,2023-10-29,2023-W43,3.9,ERVISS
ILI incidence,FI,2023-10-22,2023-W42,3.4,ERVISS
ILI incidence,FI,2023-10-15,2023-W41,2.1,ERVISS
ILI incidence,FI,2023-10-08,2023-W40,2.1,ERVISS
ILI incidence,FI,2023-09-24,2023-W38,2.3,ERVISS
ILI incidence,FI,2023-09-17,2023-W37,2.2,ERVISS
ILI incidence,FI,2023-09-10,2023-W36,1.7,ERVISS
ILI incidence,FI,2023-09-03,2023-W35,1.4,ERVISS
ILI incidence,FI,2023-08-27,2023-W34,1.0,ERVISS
ILI incidence,FI,2023-08-20,2023-W33,1.1,ERVISS
ILI incidence,FI,2023-08-13,2023-W32,0.9,ERVISS
ILI incidence,FI,2023-08-06,2023-W31,0.8,ERVISS
ILI incidence,FI,2023-07-30,2023-W30,1.0,ERVISS
ILI incidence,FI,2023-07-23,2023-W29,1.1,ERVISS
ILI incidence,FI,2023-07-16,2023-W28,1.0,ERVISS
ILI incidence,FI,2023-07-09,2023-W27,1.1,ERVISS
ILI incidence,FI,2023-07-02,2023-W26,1.1,ERVISS
ILI incidence,FI,2023-06-25,2023-W25,1.5,ERVISS
ILI incidence,FI,2023-06-18,2023-W24,2.1,ERVISS
ILI incidence,FI,2023-06-11,2023-W23,2.5,ERVISS
ILI incidence,FI,2023-06-04,2023-W22,2.8,ERVISS
ILI incidence,FI,2023-05-28,2023-W21,3.9,ERVISS
ILI incidence,FI,2023-05-21,2023-W20,5.2,ERVISS
ILI incidence,FI,2023-05-14,2023-W19,7.7,ERVISS
ILI incidence,FI,2023-05-07,2023-W18,7.2,ERVISS
ILI incidence,FI,2023-04-30,2023-W17,9.6,ERVISS
ILI incidence,FI,2023-04-23,2023-W16,10.6,ERVISS
ILI incidence,FI,2023-04-16,2023-W15,14.2,ERVISS
ILI incidence,FI,2023-04-09,2023-W14,16.0,ERVISS
ILI incidence,FI,2023-04-02,2023-W13,14.4,ERVISS
ILI incidence,FI,2023-03-26,2023-W12,17.2,ERVISS
ILI incidence,FI,2023-03-19,2023-W11,18.4,ERVISS
ILI incidence,FI,2023-03-12,2023-W10,19.2,ERVISS
ILI incidence,FI,2023-03-05,2023-W09,19.5,ERVISS
ILI incidence,FI,2023-02-26,2023-W08,24.2,ERVISS
ILI incidence,FI,2023-02-19,2023-W07,27.4,ERVISS
ILI incidence,FI,2023-02-12,2023-W06,28.8,ERVISS
ILI incidence,FI,2023-02-05,2023-W05,34.2,ERVISS
ILI incidence,FI,2023-01-29,2023-W04,39.3,ERVISS
ILI incidence,FI,2023-01-22,2023-W03,46.0,ERVISS
ILI incidence,FI,2023-01-15,2023-W02,66.2,ERVISS
ILI incidence,FI,2023-01-08,2023-W01,107.3,ERVISS
ILI incidence,FI,2023-01-01,2022-W52,144.5,ERVISS
ILI incidence,FI,2022-12-25,2022-W51,93.6,ERVISS
ILI incidence,FI,2022-12-18,2022-W50,43.5,ERVISS
ILI incidence,FI,2022-12-11,2022-W49,21.9,ERVISS
ILI incidence,FI,2022-12-04,2022-W48,6.2,ERVISS
ILI incidence,FI,2022-11-27,2022-W47,4.1,ERVISS
ILI incidence,FI,2022-11-20,2022-W46,4.0,ERVISS
ILI incidence,FI,2022-11-13,2022-W45,2.4,ERVISS
ILI incidence,FI,2022-11-06,2022-W44,1.5,ERVISS
ILI incidence,FI,2022-10-30,2022-W43,1.9,ERVISS
ILI incidence,FI,2022-10-23,2022-W42,1.6,ERVISS
ILI incidence,FI,2022-10-16,2022-W41,1.2,ERVISS
ILI incidence,FI,2022-10-09,2022-W40,1.3,ERVISS
ILI incidence,FI,2022-10-02,2022-W39,2.0,ERVISS
ILI incidence,FI,2022-09-25,2022-W38,1.6,ERVISS
ILI incidence,FI,2022-09-18,2022-W37,1.2,ERVISS
ILI incidence,FI,2022-09-11,2022-W36,1.5,ERVISS
ILI incidence,FI,2022-09-04,2022-W35,1.4,ERVISS
ILI incidence,FI,2022-08-28,2022-W34,0.8,ERVISS
ILI incidence,FI,2022-08-21,2022-W33,1.2,ERVISS
ILI incidence,FI,2022-08-14,2022-W32,1.6,ERVISS
ILI incidence,FI,2022-08-07,2022-W31,0.7,ERVISS
ILI incidence,FI,2022-07-31,2022-W30,0.9,ERVISS
ILI incidence,FI,2022-07-24,2022-W29,1.2,ERVISS
ILI incidence,FI,2022-07-17,2022-W28,1.1,ERVISS
ILI incidence,FI,2022-07-10,2022-W27,1.0,ERVISS
ILI incidence,FI,2022-07-03,2022-W26,1.9,ERVISS
ILI incidence,FI,2022-06-26,2022-W25,2.6,ERVISS
ILI incidence,FI,2022-06-19,2022-W24,4.6,ERVISS
ILI incidence,FI,2022-06-12,2022-W23,10.4,ERVISS
ILI incidence,FI,2022-06-05,2022-W22,15.7,ERVISS
ILI incidence,FI,2022-05-29,2022-W21,21.9,ERVISS
ILI incidence,FI,2022-05-22,2022-W20,27.7,ERVISS
ILI incidence,FI,2022-05-15,2022-W19,45.3,ERVISS
ILI incidence,FI,2022-05-08,2022-W18,51.2,ERVISS
ILI incidence,FI,2022-05-01,2022-W17,20.5,ERVISS
ILI incidence,FI,2022-04-24,2022-W16,8.6,ERVISS
ILI incidence,FI,2022-04-17,2022-W15,4.2,ERVISS
ILI incidence,FI,2022-04-10,2022-W14,2.6,ERVISS
ILI incidence,FI,2022-04-03,2022-W13,1.6,ERVISS
ILI incidence,FI,2022-03-27,2022-W12,1.0,ERVISS
ILI incidence,FI,2022-03-20,2022-W11,0.7,ERVISS
ILI incidence,FI,2022-03-13,2022-W10,0.7,ERVISS
ILI incidence,FI,2022-03-06,2022-W09,1.3,ERVISS
ILI incidence,FI,2022-02-27,2022-W08,1.0,ERVISS
ILI incidence,FI,2022-02-20,2022-W07,1.1,ERVISS
ILI incidence,FI,2022-02-13,2022-W06,0.8,ERVISS
ILI incidence,FI,2022-02-06,2022-W05,0.6,ERVISS
ILI incidence,FI,2022-01-30,2022-W04,0.8,ERVISS
ILI incidence,FI,2022-01-23,2022-W03,1.5,ERVISS
